"CITY","LAT","LNG"
Alibadabad,17,122.0333
Lamuco,17.4524,121.7361
Tagaytay,17.6788,120.7201
Domang,16.2862,121.085
Colonia Number Two,18.3333,121.4333
Ueg,16.8689,122.0258
Pungto,18.2913,120.6074
Santor-Tungui,16.9833,121.8333
Nuevo,16.9516,121.7996
Ulab,18.1713,120.7067
Nagobongan,17.6963,120.7326
Maffanga,17.4025,121.4708
Nagbabacalan Norte,18.2552,121.9481
Madiladig,18.2328,120.5722
Bungcag,18.1216,120.6892
Mayag,16.9667,120.8333
Sinapal,16.5185,121.2164
Duripes,18.25,120.6167
Bodo,16.7415,120.8551
Aggassian,17.15,121.8833
Baluno,16.9167,121.65
Attalimauan,17.4833,121.4876
Polloc,16.5265,121.1956
Ignacio Jurado,18.052,121.6106
Uauang-Tuliao,17.3794,121.7713
Labon,17.5457,120.718
Fusi,17.25,121.8
Sarabay,17.75,121.4667
Wawang,18.3373,121.5275
Tallungan,16.9941,121.8117
Calaba,17.6178,120.6162
Allangigan,18.0336,120.5743
San Jose,18.0261,120.7516
San Jose,18.1445,120.6579
San Jose,17.9874,120.6967
Barbor,18.261,120.5762
Kiapas,16.5794,120.5979
Malapeat,16.9716,121.9675
Binalian,16.391,120.9657
Marimel,17.5028,121.7835
Pulangi,18.2704,120.6247
Lower Tucao,16.7512,121.0722
Santa Visitacion,17.2748,121.7997
Makati,16.412,121.1226
San Antonio,18.1356,120.6323
San Antonio,17.9904,120.7114
San Antonio,18.2667,120.5833
Malapat,16.69,121.5036
Paragu,17.2557,121.819
Larion Alto,17.6308,121.7606
Banaao,16.8126,121.1206
Mangalinan,17.9096,121.8778
Rancho Bassit,16.7508,121.7529
Buena Suerte,16.9273,121.7914
Almaguer North,16.3497,121.0926
Alloy,16.3167,121.3
Saranay,16.6324,121.2285
Ta-aw,16.6444,120.9316
Macate,16.5263,121.453
Antiporda,18.2475,121.7787
Bayninan,16.9166,121.0779
Abas River,17.5381,120.7332
La Paz,16.9108,121.6682
Tabueng,16.2729,121.0553
Dagupan,16.8728,121.5776
Dagupan,16.7718,121.6655
Palacian,16.4501,121.6248
San Carlos,16.9925,121.9399
San Carlos,16.679,121.7213
Kantnog,16.2833,120.6167
Rosario,16.6817,121.5474
Fusian,17.9205,121.7464
Ballay,16.6735,120.8502
Maluno Sur,16.9988,121.9643
Sinamar Norte,16.8439,121.5459
Lisseb,16.921,120.8763
Purok ni Bulan,16.8112,121.5628
Cawacan,16.6576,121.4385
Balug,17.2578,121.8368
Guldiguid,18.15,120.7333
Kayang,17.5021,120.7023
Sagsagud,17.5544,120.6662
Masical,17.8251,121.6429
Masical,17.9174,121.7443
Tabbac,18.2311,121.7984
Villafuerte,16.8407,121.5749
Raraboran,18.1778,120.5904
Bella Luz,16.8625,121.5471
Duripis,18.2832,120.6066
Tamucu,17.8833,121.5667
Alimosgan,17.6833,120.7333
Luna,17.1183,121.6222
La Paz,16.5793,121.5711
Calaccab,16.7263,121.7279
Carusipan,18.2933,120.6084
Antonino,16.7785,121.7001
Battalan,18.0604,121.5674
Aurdra,16.7879,121.6854
Abian,16.4298,121.1306
Purok,16.9665,121.7254
Maluyo,18.1829,121.5741
Villa Rina,16.6331,121.2458
Lublubba,17.6445,120.7293
Hacienda Viola,17.0353,121.7486
Sao-Atan,17.5738,120.6202
San Pedro,16.3527,121.7051
Akmi,16.7296,120.8062
Esperanza,16.75,121.75
Culing Centro,16.9423,121.6439
Payac,16.5816,121.6791
Basi,17.6693,121.6929
San Cristobal,18.152,120.6686
Bineng,16.5,120.5667
Indiana,16.3332,121.0773
Talogtog,17.65,121.7
Balasig,17.3736,121.8194
Salinungan Proper,16.8691,121.6145
Anablan,16.2833,120.9667
Mananig,17.5833,121.3667
Faustino,16.8861,121.7867
Bahyan,16.5167,120.6167
Capuseran,16.9861,121.9318
Inguo,16.8167,121.75
Atayan,16.8759,120.8284
Guminga,17.4681,121.7875
Afusing Daga,17.8566,121.6278
Tibbaong,17.6697,120.6599
Santor,16.5903,121.243
Dingras,18.1036,120.6975
Cabatuan,16.9589,121.6692
San Nicolas,18.175,120.595
Bagabag,16.6044,121.2521
Mankayan,16.8567,120.7933
Enrile,17.5622,121.7011
Aurora,16.9918,121.6357
Santa Ana,18.4589,122.1419
Sadol,16.5976,120.5958
Pidig,17.0659,120.893
Punta,18.3579,121.6352
Punta,17.8284,121.6152
Bantaoay,17.4368,120.7034
Imelda,18.2783,121.4253
Dukligan,16.8243,121.1329
Bulbulala,17.6473,120.6584
Talog,18.3164,121.6019
Pussuak,16.5755,121.5336
Presentar,17.5902,120.741
Mesa,18.0606,121.575
San Miguel,16.9691,121.7276
Diduyon,16.314,121.6574
Magassi,17.367,121.817
Pagatanan,18.1835,121.3424
Masipi West,17.3793,121.8386
Foz,18.0871,120.7226
Carabatan Punta,16.9547,121.7965
Balagbag,16.5376,121.5359
Abbag,16.2708,121.6576
Sinabbaran,16.7287,121.7054
Inanama,16.7817,121.5891
Mabanguc,18.2869,121.6477
Nambebac,16.3033,121.1247
Gabot,16.3248,121.0665
Balangui,18.1236,120.5789
Besang,16.651,120.82
Cabeseria Cuatro,17.0897,121.9568
Nagat,18.3533,120.6136
Caraniogan,17.0752,121.6647
Libertad,16.66,121.6365
Dagupan,18.211,121.5546
Dagupan,17.7004,121.5045
Pallagao,17.9838,121.9337
Camp Holmes,16.4672,120.6028
Angapat,16.5363,120.61
Allangigan,16.7411,121.7133
Capiddigan,16.5843,121.2481
Centro West,18.4142,121.5054
Centro West,18.2245,121.5538
Cacaluan,18.3563,121.6149
Biga,16.9333,121.6667
Biga,17.3998,121.7376
Quirino,17.0282,121.8297
Quirino,16.6691,121.4576
Bangoc,18.3,121.6667
Casambalangan,18.3765,122.1275
Lanting,17.1116,121.6468
Dalig Cristiano,17.0167,121.7
Guidiguid,18.1667,120.7167
Don Inocencio Ramos,16.6191,121.4836
San Marcos,18.1599,120.5778
Cabeseria Dos,17.0485,121.9631
Mabisbis,18.1833,120.65
Kolato,16.8908,120.7794
Daoidao,17.6703,120.725
Guingab,17.3778,121.8404
Acacia,17.0949,121.6564
Nanatuan,17.1958,121.8964
Fugaru,16.794,121.7652
Pandayocan,18.2333,120.6167
Padul,17.6397,121.5911
Caralucud,17.4757,121.7972
Silawan,16.7132,121.682
Royoroy,18.076,120.5897
Bustamante,16.9294,121.7247
Balsain,16.291,121.0837
Tucalana,18.1789,121.6591
Balittua,17.7167,121.4833
Ngabangab,18.3052,120.6105
Lagangilag,17.617,120.6847
Amobocan,16.8401,121.8081
Dinapugan,16.7723,121.0994
San Manuel,16.699,121.5163
Lingsad,17.5627,120.6362
Alipoon,17.4679,120.7096
Biga,18.0868,120.5987
Lumog,16.7915,120.8114
Darasdas,18.114,120.764
Labinab Grande,16.9878,121.8137
Calapian,17.9031,121.7897
Villa Cruz,16.8501,121.6045
Atulayan,17.6373,121.7194
Badap,17.8833,121.9128
Pacac,17.6646,120.7214
Ocop,17.3562,120.5777
Arusip,17.117,121.8489
Napaccu Grande,16.9862,121.7907
San Ramon,16.9648,121.5884
Cababaan,18.3604,120.602
Cababaan,18.15,120.6667
Lingelin,17.187,121.8385
Compania,17.2696,121.8077
Divisoria,17.003,121.9888
Divisoria,17.2224,121.8711
Divisoria,17.0362,121.7275
Beti,16.2833,121.0333
Actangao,17.5712,120.6294
Villa Gamiz,16.5155,121.5666
Barabay,18.15,120.6167
Canayun,18.4004,121.4262
Maguirig,17.6758,121.6515
Nagbrebacan,18.1561,120.6346
Balabalat,18.3048,122.037
Rizal,18.2681,121.369
Bantug Petines,16.8017,121.6089
Tabanganay,16.6254,121.2433
Baculud,17.8636,121.7168
Cawagayan,17.5479,121.4375
Dipias,18.2194,120.6605
Tepang,18.274,120.6177
Ragan Norte,17.3232,121.7743
Bagumbayan,16.2845,121.0924
Cotcot,16.8329,120.8437
Casuco,17.7286,121.5164
Guimba,17.6796,120.7322
Balatoc,16.3653,120.6657
Fermeldy,17.3585,121.785
Besdang,16.5741,120.6925
Daliman,16.7467,120.8074
Rañgayan,17.0333,121.8333
Paradise,18.2643,121.9934
Purarig,18.2381,120.599
Namnama,16.9148,121.6452
Namnama,17.2923,121.8692
Bonfal,16.5058,121.174
Bunicaucau,16.5091,120.6297
Corral,16.5,120.5833
Santa Cecilia,18.1512,120.6181
Bana-ao,17.5222,120.7089
Dammang West,16.6868,121.6708
Cagew,16.6618,120.8298
Duminit,16.9257,121.8067
Lanas,18.0679,120.7173
Capurictan,18.1255,120.7258
Camp Eighty Eight,16.7667,120.8
Linglingay,16.7991,121.6991
San Andres,16.1257,120.5799
Gambin,18.0944,120.7818
Cataggaman Nuevo,17.6015,121.7104
Cabaruan,16.9466,121.7718
Cabaruan,17.1181,121.7371
Cabaoan,17.6336,121.5365
Rizal,16.5449,121.5637
Sabangan,17.6762,120.7339
Sabañgan,17.5776,120.7559
Paliueg,17.0462,121.9777
Victory Sur,16.6837,121.5461
Calantac,17.909,121.7228
San Roque,17.3888,121.7767
San Roque,17.3383,121.7543
San Roque,17.0429,121.757
Santa Rosa,18.1271,120.628
Santa Rosa,18.2667,120.6167
Concepcion,17.8054,121.7229
Nambalan,17.845,121.3677
Liwanag,17.2363,121.8605
Nagbukel,16.7689,121.6376
Banigued,16.5397,121.5623
Maddarulug Norte,17.6073,121.6767
Antiquity,17.7515,121.7347
Villa Magat,16.8597,121.564
Paleg,16.1626,121.9492
Lumbad,18.0974,120.7227
Mangartungut,16.5725,121.6722
Dowag,16.8205,120.824
Klacat,16.5478,121.142
Masaya Centro,16.5087,121.747
Villa Luz,17.3167,121.7707
Santo Tomas,16.7896,121.6475
Carabatan Grande,16.9574,121.7956
Cullalabo San Antonio,17.0968,121.7065
Malacabbibi,17.7349,121.6841
Bagbago Norte,18.0898,120.7424
Baracbac,16.1581,120.9302
San Jose,16.75,121.75
San Jose,17.4715,121.7922
San Jose,17.15,121.6
San Jose,16.9921,121.6337
San Jose,16.5422,121.7101
San Jose,17.1073,121.6563
Tanganoan,18.2,120.6833
Dassun,17.7452,121.7114
Bekes,16.7873,120.8162
Sumabsab,17.7046,120.7028
Vira,17.1333,121.6
Gagabutan,17.9333,121.7667
Calutit,18.2333,120.6167
Namakalan,17.1039,121.6131
Nagmarcaan,18.0702,120.7485
Bocos,16.9265,121.0573
Apaleng,18.0725,120.5933
Apaleng,18.2738,120.6129
Angadanan Viejo,16.7833,121.7
Arua-ay,18.1489,120.7186
Upi,17.0826,121.8345
Magalsin,16.5306,121.5807
Agliam,17.0834,121.6629
Comon,16.29,121.0372
Dagdag,17.079,120.8998
Marcelo Hilario del Pilar,16.8481,121.7483
Bugnay,16.5085,121.2092
Ma Paro,16.8983,121.5764
Calumbaya,17.6329,120.7118
Bacong,16.627,120.846
Casibarag,17.4342,121.7556
Tubungan,18.0665,121.5422
Guinatang,17.1416,121.883
Lakambini,17.711,121.5367
Santa Una,18.306,121.3845
Bangay,18.0703,120.7007
Pengue,17.6429,121.7368
Pipias,18.2787,120.5796
La Torre,16.4997,121.14
Dadaeman,18.3026,120.6159
Centro,18.4673,121.3459
Centro,18.4417,121.4565
Allaguia,17.5833,121.3667
Kirang,16.2869,121.0194
Luzon,16.9596,121.6934
Demang,17.0695,120.8967
Flourishing,18.2571,121.9956
San Isidro,18.1147,120.64
Tapel,18.2891,122.0292
Sanja,18.3126,121.6383
Gomonot,17.5527,120.6517
Flores,16.9583,121.8593
Mabuttal West,18.3781,121.5111
Quirina,16.5134,121.1871
Ibulao,16.7854,121.1177
Anneng,16.4885,120.5872
Minanga Sur,17.4495,121.7843
Toking,16.731,120.8274
Tagung,18.2667,121.6833
Bitabian,16.9459,122.0173
Lanao,17.0819,120.9771
San Juan,18.1172,120.7441
Balakuit,16.5951,121.1671
San Juan,16.9884,120.7214
Cabayo,17.8833,121.5667
Magsaysay,16.7768,121.6926
Magsaysay,17.021,121.837
Magsaysay,16.9412,121.6535
Sillawit,16.8732,121.7592
Alipasapas,17.5833,120.7167
Calapangan Norte,18.0222,121.6095
Carad,18.2902,120.631
Ankalasag,16.9644,122.0565
Naguilian Sur,17.1601,121.87
Camanga,17.9119,120.5744
Dabubu Grande,16.4446,121.7815
Ganagan,18.254,120.5845
Dubinan West,16.6886,121.5381
Dacal-Lafugu,18.27,121.6783
Sail,18.1943,120.6364
Busilak,16.4775,121.1241
Biculod,17.0667,121.8333
San Jose Este,17.1864,121.6133
Daligan,16.5406,121.7346
Ballacong,17.1147,121.9578
Lusang,17.8483,121.3754
Dogong Daya,17.4641,120.722
Papan,16.4275,121.7368
Santelmo,18.3667,121.6333
Betwagan,17.0833,120.9667
Union Kalinga,16.9866,121.7108
Mozzozzin North,17.4582,121.7461
San Patricio,17.3376,121.7607
Baculod,17.1674,121.8697
Baculod,16.864,121.8662
Malasin,16.6303,121.5646
Mapurao,18.1666,121.5055
Awa,16.8372,121.1031
Biga,18.2912,121.679
San Rodrigo,17.2121,121.9219
Layugan,17.5036,120.7063
Centro West,16.6896,121.5442
Banay,17.5547,120.5956
Tallungan,18.3362,121.6488
Nagpanaoan,17.6333,120.6333
Sandiat East,17.0751,121.6397
Mansibang,17.0082,121.8138
Bilo,17.0059,120.8781
Camarunggayan,16.9752,121.6497
Puyopoy,18.3,120.65
Mandaloque,18.1212,120.7023
Pual,16.5542,120.7005
Baguingay,16.746,121.0886
Canangan,16.75,121.75
Divisoria,17.5227,121.7742
Andarayan,17.6867,121.719
Bantay,17.0481,120.8349
Casicallan Norte,18.0991,121.6634
Santa Rosa,16.9889,121.6381
Alaludig,17.4961,120.7002
Baldias,18.0763,120.6835
Baldias,18.25,120.5833
San Esteban,18.1272,120.7201
Aguitap,18.1189,120.7705
Taguipuro,18.15,120.6167
Magtapat,17.5673,121.3649
Peanonet,17.8405,121.3609
Saking,17.6894,120.6838
Angoluan,16.7176,121.6626
Centro,16.954,121.672
Centro,17.2833,121.8
Centro,17.4496,121.7943
Carulay,16.7153,121.7108
Kalusutan,16.7489,121.7702
Baay,18.1188,120.5753
Dugayong,16.7093,121.7215
Mana-adad,16.3103,121.6714
Nabaccayan,18.0504,121.7413
Alabug,17.7326,121.4677
Carolotan,16.2529,121.128
Cadalman,18.3438,120.6333
Cabbo,17.6086,121.8051
Malibago,16.7309,121.674
Punit,17.0045,121.9218
Malallabo,17.679,121.651
San Juan West,17.3959,120.5995
Luttuad,16.5766,121.5326
San Isidro,16.6405,121.5108
Napetkaw,16.8371,120.8381
San Francisco,17.2833,121.8
San Francisco,17.0605,121.6066
San Francisco,16.8926,121.7986
San Francisco,16.8467,121.705
San Francisco,17.3528,121.7844
Canan,17.661,120.6689
Lattauan,16.5506,121.1764
Rebecca,18.2442,121.9559
District Segundo,16.9845,121.8244
Abian-Abian Junction,16.4143,121.122
Vigan,17.6388,121.3877
Patina Norte,17.8865,121.9228
Tungel,17.8865,121.8739
Naglicuan,18.31,120.5972
Parada,18.4662,122.1569
Buttong,18.1852,120.5768
Balongabong,16.659,120.8455
Santo Niño,16.4702,121.7847
Santo Niño,17.2375,121.8412
Santo Niño,16.7721,121.7729
Carabatan Bacareno,16.9522,121.7988
Zamora,16.5059,121.5225
Malabbaga,17.6965,120.702
Dilad,16.4648,120.6313
San Lorenzo,18.1323,120.6305
Babec,16.9821,120.7066
Lannig,17.6277,121.6284
Nagbayogan,18.3769,120.6018
Alam,18.2785,121.4253
Balintocatoc,16.6324,121.5612
Payas,18.0264,120.5772
Assantu,17.2861,121.8503
Bangac,17.1667,121.8833
Tokukan,16.7288,120.8624
Budad,16.5333,121.2
Solana,17.6522,121.6914
Echague,16.7056,121.6761
Baggao,17.9347,121.7733
Alicia,16.7787,121.6972
Tumauini,17.27,121.8
Aparri,18.3575,121.6372
Bayombong,16.48,121.15
Bugallon Proper,16.7795,121.5349
Malamag West,17.3408,121.7911
Batayan,17.0549,120.8352
Calamagui,17.4438,121.7804
Tuao,16.5883,121.2578
Mala Este,18.2792,121.8603
Loakan,16.4074,120.6749
Agulusuanan,17.4945,121.47
Cabardan,17.6485,120.7492
Lemu,17.5356,121.7705
Villa Domingo,16.8347,121.796
Uha,16.9152,121.0383
Quezon,16.697,121.6295
Bunnay,17.0577,121.6977
Catotoran,18.3033,121.6583
Nanuccauan,17.8109,121.6143
Naguilian,17.65,121.6833
Villa Pascua,16.6125,121.5452
Marcos,17.1678,121.5937
Niug Sur,17.8603,121.5628
Palattao,17.0067,121.8302
Madypayas,18.134,120.6963
Banquero,17.023,121.7783
Quidaoen,17.7255,120.7277
Ammugauan,17.4104,121.7683
San Antonio,18.3582,121.6405
Nabaguiwan,16.6307,120.9098
Bolinao,16.9889,121.6584
Libtong,18.2653,120.6124
Taringsing,16.6819,121.4838
Furagui,17.6266,121.5792
Nungnungan Primero,16.8822,121.74
Parongobong,18.0392,120.5673
Newagac,18.0398,121.6957
Mabasa,16.321,121.1262
Gubano,16.8333,120.8167
Rusu,16.5331,121.2367
Samoyao,16.5674,120.7081
Pakiling,17.5162,120.7073
Pongayen,16.5481,120.592
Pari-ir,18.1085,120.6368
Santa Lucia,16.6406,121.2531
Taccon,17.0402,120.9093
Gaggabutan,17.8581,121.3748
Capalngan,18.1833,120.5667
Ramos East,16.6965,121.6248
Santa Monica,16.6782,121.6228
Camasi,17.628,121.7774
Turod,17.6208,120.664
Panicien,17.0167,121.7
Ating,16.5992,120.7363
Garita,17.4078,121.7977
Malaki,17.6356,120.7583
Masin,17.9179,121.6694
Tungui,17.2833,121.8
Bagutong,18.2353,121.4377
Macray,17.6027,120.6263
Liscol,18.15,120.6667
Poblacion Dos,17.4685,121.7507
Lapga,17.5503,120.6604
Cullit Sur,18.2057,121.7697
Villa Salud,17.6496,121.6134
Santa Catalina,18.2667,120.5833
Rang-ayan,17.1796,121.5793
Rang-ayan,17.1166,121.6287
Concepcion,16.5399,121.2114
Salvacion,16.5686,121.5903
Cubag,17.4196,121.7861
Dakoid,16.2671,122.1143
Adoyunan,16.5758,120.7332
Pabil,16.7721,121.5776
San Antonio,16.3503,121.1092
Lasedeco Numero Dos,17.0922,121.6147
Ipil,17.7436,121.7136
Ipil,18.3131,122.0439
Santo Domingo,17.7463,121.5019
Casicallan Sur,18.0768,121.6509
Banawag,16.5584,121.5647
Gang-ngo,18.2436,121.684
Anquiray,17.8287,121.7267
Maxingal,18.2149,121.6682
Tabuk,17.4084,121.2785
Dabburab Punta,16.9333,121.7667
Mapuroc,16.8974,121.5767
Sinadipan,16.2833,121.6833
Toledo,18.0692,120.5817
Dalupa,17.4,121.1667
Canzan,17.4333,121.7667
Balintaugan,16.9833,120.8667
Caribquib,18.009,120.6713
Riang,17.564,120.6469
Baringin Norte,16.9123,121.8106
Diriqui,18.4653,120.5796
Bessang,18.1914,121.5671
Tubung,17.2924,121.8066
Careb,16.5993,121.2131
Mabatobato,16.6485,121.1962
Cadenglaan,18.2667,120.6
Sayangan,16.8377,120.8243
Inaldo,16.4956,121.1774
Catabayungan,17.4359,121.7627
Allauan,16.2995,121.0762
Compra,16.6072,121.1836
Malekkeg,18.3147,121.4433
Santa Rita,18.1833,120.6333
Balhalayang,18.1212,120.5855
Soysoyan,16.664,120.8309
Villa Hermosa Sur,16.3524,121.6818
Gulac,16.8,121.5167
Placido,16.6003,121.459
Toran,18.3138,121.6556
Sagaboan,18.1535,120.6734
Pandayan,16.9381,120.8363
Macarcarmay,17.5666,120.6738
Blacar,17.002,121.924
Gusaran,16.6486,120.8332
Samac,18.15,120.5667
Rioeng,18.178,120.6217
Guioeng,16.7052,120.8329
Bayo,17.6899,121.7427
San Bonifacio,17.043,121.7744
Lomboy,16.7716,121.7181
Gaddang,18.3424,121.6522
Talatal,18.2833,120.6167
Nanungaran,17.8099,121.4431
Dalaguisen,17.5794,120.7399
Cappa Ibanag,17.2167,121.55
Villa Flores,16.1677,120.9517
Battuguit,17.9031,121.8615
Doña Dory Dandan,16.5914,121.4975
San Rafael West,17.4667,121.75
Lucban,18.3364,121.4308
Baliling,16.9833,120.7167
Alibago,17.575,121.7433
Tayak,18.4537,121.4059
Dumang,16.391,121.121
San Vicente,17.7717,121.7168
San Vicente,17.93,121.7806
San Vicente,18.1906,121.6633
Ibung,16.6094,121.1861
Aquinit,18.0615,120.7474
Tanad,16.9015,121.1661
Zinundungan,18.0699,121.5515
San Felipe,16.4333,121.1
Pusnac,17.9543,120.6302
Carabbatan Nuevo,16.9333,121.7667
Magaloyao,17.9408,121.7785
Sugnay,16.6584,121.374
Bil-Loca,18.0875,120.5687
Camasi,17.2833,121.8
San Bernabe,16.3777,121.7252
Induyong,17.5629,120.5895
San Miguel,18.25,120.6
Buclao Manoc,17,121.6
Tabio,16.85,120.8
Tabio,16.5009,120.6718
Guinsadan,16.9642,120.868
Santa Margarita,17.9677,121.931
Cabannungan Second,17.1249,121.8506
Nattapian,17.6754,121.703
Calog Norte,18.3636,121.3853
Campo,17.8027,121.5572
Campo,17.6219,121.6232
Paruddun Norte,18.328,121.6296
Old San Mariano,16.9938,121.9996
Ubuag,16.9167,121.0667
Leron,18.283,121.8457
Ambito,17.05,121.8333
Tabtabagan,17.9968,120.6764
Bangbangcag,17.5713,120.7381
San Fermin,16.9365,121.7583
Hollywood,16.3244,121.1243
Payeo,17.0895,120.859
Paruddun,18.3167,121.65
Dibua,18.2409,120.5759
Malasin,16.8751,121.5952
Malasin,17.0024,121.6729
Malasin,17.0515,121.6987
Gulac,16.6264,121.5351
Doro,18.2618,120.5701
Buenavista,17.9333,121.7667
Cabeseria Diecisiete y Veintiuno,17.0763,121.9674
Liang,17.0608,120.8152
Pata,16.6687,121.5772
Balagao,17.7475,121.4506
Parabba,17.6486,121.797
Baybayog,17.8944,121.6895
Locot,16.5966,120.7459
Agusi,18.2854,121.6695
Tumog,18.3213,121.3808
Pudao,17.6393,120.7051
San Juan,18.2398,121.7242
Pagappo,18.3379,121.4585
Padungan,18.0463,120.7507
Montealegre,17.898,121.7849
Burgos,16.4585,121.5118
Malannao,16.8038,121.7806
Oscariz,16.8245,121.5243
Dag-Ao,16.5884,120.6083
Badas,17.6809,120.7442
Corocor,18.2724,120.5969
Centro East,18.4054,121.5192
Centro East,18.2261,121.559
Calaocan,16.7854,121.6923
Calaocan,16.9267,121.6367
Cabali,16.8667,120.8
Bemben,17.663,120.6517
Batu Ferry,16.43,121.1071
Antatet-Kalinga,16.9833,121.7333
Tabuyo,16.5,120.65
Malanao,18.1935,121.6321
Vocal,18.3746,120.6078
Baua,18.3496,122.0913
Tungngod,16.8003,121.1365
Nagsayangan,17.6035,120.7501
Gabut,17.8607,121.6667
Paling,16.95,120.8333
Patagueleg,17.6536,121.7932
Pagappo,17.4252,121.8109
San Vicente,17.6223,120.7029
Lutak,16.7167,120.8333
San Nicolas,17.2543,121.8029
Busel,18.0581,120.5916
Teppang,18.2333,120.6167
Soyung,16.7001,121.6655
Mallanga,17.2961,121.1353
Caponga,16.4831,120.6418
Victoria,16.8581,121.6115
Victoria,16.7553,121.6959
Victoria,16.9892,121.6672
Victoria,16.718,121.6359
Victoria,17.2006,121.609
Ramos West,16.6984,121.6136
Naggasican,16.6733,121.6025
Bagoyos,16.9311,120.7618
Lubub,16.8325,121.8203
Calamagui First,17.1385,121.8667
Cabeseria Nueve y Once,17.061,121.9684
Dadap,16.9569,121.7341
Mantan,17.3825,121.479
Baayan,16.5466,120.6407
San Andres,18.1777,120.6562
Bulu,17.3333,121.7667
Mangarip,17.6885,120.6669
Dumpao,17.741,121.7411
Apiat,16.9523,121.6088
Adiao,16.9062,122.0206
Baculod,17.9098,121.6699
Medina,18.0784,120.7059
Caloocan,16.3907,121.107
Buluan,17.7537,121.4428
Bugnay,18.1165,120.5978
Baoa,18.0765,120.5997
Comillas Norte,16.959,120.7469
Laya East,17.4912,121.4697
Bolo,18.1561,120.6207
Dibul,16.6215,121.5485
Cabeseria Cinco,17.0876,121.9628
Nabaculan,16.9739,121.8945
Lugo,16.8831,121.0674
Consuelo,16.1833,120.95
Bantogo,17.6046,120.7386
Cabusiigan,18.2846,120.6165
Lacmaan,17.1047,120.8737
Aniog,16.7496,121.7265
Mabbayad,16.6778,121.733
Pingaping,17.7333,120.7167
Palca,17.6849,121.497
Santa Maria,18.2849,121.8393
Santa Maria,18.1414,121.6647
Santa Maria,18.3458,122.0965
Santa Maria,18.0308,121.6292
Pongayan,16.5476,120.6041
Dalig,17.037,121.7179
Manaring,17.1729,121.9025
Virac,16.3653,120.6519
Palaus,17.4596,120.6007
Oya,17.6136,121.3872
Daramuangan Sur,16.8881,121.5959
Coayan,18.0623,120.5832
Balbalay Culao,18.0081,120.7311
Callao,16.792,121.6751
Fuyo,17.1331,121.9245
Sinalang,17.5649,120.614
Caritan Sur,17.6212,121.7265
Bungon,18.1032,120.5809
Amistad,16.862,121.6657
Bangot,16.3786,121.1115
Dilpoc,18.3582,120.6225
Imbiao,17.1867,121.7482
Bacaloa,17.9146,121.7179
Babayugan,18.2492,120.573
San Pedro,17.2824,121.8085
San Pedro,16.8869,121.9126
San Pedro,17.2,121.8833
San Pedro,17.1652,121.6214
San Pedro,16.9544,122.0226
San Pedro,16.8222,121.6374
Culalabat,16.9236,121.799
Dares,17.94,121.8853
Minante Primero,16.9102,121.7608
Salinungan West,16.8668,121.6135
Salong,18.077,121.9214
Pias Sur,17.5978,120.6668
Cabeseria Siete,17.0549,121.974
Carabatan,16.9514,121.7964
Gravelinas,17.5435,120.6483
Drub,16.506,121.5904
Pugi-it,17.5367,120.64
Cabanbanan Norte,18.2557,121.9478
Esbeng,16.2833,120.6333
Malabbac,17.7246,121.7392
Alicaocao,16.9498,121.7739
Bolbolo,17.3729,120.6019
Lingay,16.7833,121.0833
Balili,16.8665,120.8185
Ro-ot,18.0811,120.6894
Lico,17.9478,120.6366
Villamor,16.4713,121.5093
Gangauan,17.8399,121.7476
Takian,16.4647,120.5997
Maggok,16.7796,121.0888
Bananao,17.4,121.1833
Sinili,16.6409,121.5286
Sinamar,17.1653,121.566
Sinamar,16.9,121.5667
Rizaluna,16.8397,121.7431
Rizaluna,17.0079,121.6643
Caperperiwan,16.6659,121.4542
Atulu,17.7183,121.739
Santa Catalina,17.2982,121.7926
Maridi,17.0458,121.9777
Gayong,16.6521,121.4839
Damurog,17.8779,121.659
Marauiraui,16.8615,121.8697
Tapaya,16.6224,121.2869
Cannuangan,16.5183,121.5257
Palasie,16.93,121.7867
Cudog,16.8174,121.1016
Gaset,18.0591,120.6788
Calimaturod,16.6399,121.4851
San Vincente,17.972,121.6138
Dabubu Pequeño,16.4475,121.7776
Aurora,16.7805,121.6787
Saranay,16.9589,121.6707
Pattaoig,17.6696,120.7253
Lamut,16.3653,121.0999
Macatal,16.9672,121.6062
Topdac,16.5553,120.7116
Bone North,16.2619,121.0113
Calabayan-Minanga,16.75,121.75
Runruno,16.4927,121.2902
Cancandong,17.4667,120.7
Pandan,18.086,120.6236
Baligatan,17.1286,121.8648
Villa Gonzaga,16.6554,121.5138
Tinib,16.2735,122.1015
Sagsag,17.5985,121.3742
Guitao,16.4061,121.1255
Santiago,18.0995,120.7406
Caritan Norte,17.6268,121.7238
Balbalan,17.4436,121.2008
Calanasan,18.255,121.0436
Pidigan,17.57,120.59
Nueva Era,17.92,120.67
Manabo,17.43,120.7
Dolores,17.65,120.71
Sagada,17.0842,120.9008
San Juan,17.68,120.73
Pasil,17.3894,121.1597
Natonin,17.1089,121.2797
Pilar,17.42,120.6
Hingyon,16.8522,121.0989
Sabangan,17.0044,120.9233
Lubuagan,17.35,121.18
Quirino,17.1383,120.6764
Hunduan,16.83,121
Tanudan,17.2814,121.2303
Malibabag,17.6974,121.8046
Kayan,16.9864,120.8084
